8.239878136258111496e+00,5.800912349309208516e+00,-2.094806387881559040e+00
-1.764703562028199357e+01,8.252829470553546543e+00,1.586021977326290466e+00
2.898148968517156199e+00,1.010014744281413357e+01,2.416828223594142955e+00
8.668717301291383848e+00,5.483501464751519450e+00,-2.613813962437275151e+00
1.197446482909006882e+01,-1.708134132345633560e+01,-9.533160342939793752e-01
-3.269080993792861989e+00,1.216320865524658146e+01,2.829527436722133693e+00
1.409657935427029507e+01,-1.406571546494226688e+01,-2.491523644084255640e+00
2.006681635817452847e+00,-9.379052128992753978e+00,-2.123765358798884506e+00
1.151490826044519267e+01,-5.656757003870256817e+00,2.975400966427386606e+00
1.927263697066186277e+00,-1.809995028046745702e+01,1.815826391835642539e+00
-1.687257858036420188e+01,-9.757896540499737981e+00,-2.549466299672220160e+00
1.190038528711070143e+01,4.521564358370977921e+00,-2.474157848426378425e+00
6.154756221590334420e+00,7.078261780655058288e+00,-5.735969889643023345e-01
5.502702292502497983e+00,-7.455622272426925434e+00,7.587058820454761765e-02
1.254905121163629644e+01,1.557776313613920394e+01,-7.160927691869412026e-02
8.765358162945245724e+00,1.700666627998241509e+01,2.333900135631073458e-01
1.607813390634376560e+01,4.175231219573821484e+00,2.744338419385306871e+00
-7.776177838624752425e+00,-1.319410919784802871e+01,-4.968425003475478441e+00
-1.773109714612304089e+01,-6.549385741318151766e+00,-1.112672206379977435e+00
-8.019894147109244420e-01,-1.277838527656249923e+01,-3.211349999216320139e+00
1.200272060646701888e+01,-3.304926674836906830e+00,2.871753370954396534e+00
-1.527330581114485319e+01,-1.085183314449993475e+01,-3.878334106701210260e+00
1.538403002933957708e+01,-8.088739806964317935e+00,-3.335361643932955200e+00
-1.775050309969924811e+01,-7.164825035303730161e+00,-3.175496351389722971e+00
1.610892059317935665e+00,1.901478573016321860e+01,-3.439797677352278260e+00
-2.502149120283241768e+00,1.318782115275123878e+01,2.957267440388543722e+00
-4.049148884255856728e+00,1.724418363672221233e+01,-2.809641790399977523e+00
7.484122619084614847e+00,-6.244033940152625028e+00,1.656564219008804795e+00
1.164499675085590269e+01,3.280014652293611555e+00,-3.230581962641000171e+00
9.982212264534418011e+00,-1.834171835505026493e+01,-3.131494989172191046e-01
-1.079369405581706687e+01,-1.996603999220663228e+00,1.697127066175093013e+00
-1.953898106532178502e+01,-6.141222795190483197e+00,-1.873566210971131962e+00
1.651751279545431572e+01,-1.015042298621447259e+01,-3.414778686826740906e+00
7.235960947850145430e+00,8.404401076665916293e+00,-6.612700935079913744e-01
1.529909624766479936e+01,3.681081845192224478e+00,3.808455032680595931e+00
9.986924451058255547e-01,1.076059104492763296e+01,1.430544274147663941e+00
1.718255697317970343e+00,1.050301530070557909e+01,1.066713655591682963e+00
1.194217707807398998e+00,1.174152149526969779e+01,1.813123614927403260e+00
8.322961538907430068e+00,-7.108828266617932101e+00,1.003041112377325073e+00
-1.050121126718665820e+01,1.211839233796774273e+01,4.765535562511479917e+00
-3.166437142449837872e+00,-1.605887390507835732e+01,3.532784749559754633e+00
1.359320890805695470e+01,-1.375405759469832212e+01,-2.452534842452797736e+00
-1.455774257570186414e+01,1.125375026505956377e+01,4.102003974318519930e+00
1.445170881388555983e+01,1.364831910595788678e+01,2.626433554752276578e+00
-7.023513303464610225e+00,1.212983737044183385e+01,4.118825231750323113e+00
-8.179577585158646968e+00,1.266343352574142322e+01,4.943203221974618700e+00
-1.052604275798946887e+01,5.721017490335124300e+00,-3.477254870173450918e+00
-8.585406461488928054e-01,1.738662011255885886e+01,-3.545755438200597354e+00
-8.686919430346437210e+00,-9.350991662597445853e+00,4.588258591543256770e+00
-2.586142317960120174e+00,-1.810718909650507769e+01,2.548672695246632092e+00
6.666904754516544074e+00,8.099598185696713415e+00,-1.921521902756401667e+00
1.475130273012572957e+01,-1.434847708192265792e+01,-1.617464893014792571e+00
1.433268924045028214e+01,-2.109013589095614094e+00,3.085488199984168567e+00
5.357662450846000013e+00,1.805506509997572095e+01,-8.697652427860129709e-01
-1.054115164879204869e+01,5.990333567896815481e+00,-2.081185473892192661e+00
-7.068833937528034461e+00,1.440201077887518721e+01,-4.821786793548815453e+00
-5.073392961516157484e+00,1.376091234886921910e+01,4.236788632500831042e+00
-9.412400178906604964e+00,-3.895519825053599394e-01,1.056035988935939862e+00
1.717812892969988070e+01,-7.740434711339880813e+00,-3.703418488106392736e+00
-1.097037512201848664e+01,7.697350659784124582e-01,-6.635499073300312745e-01
-6.246934186654785393e+00,1.373425323305002621e+01,-4.730743175126104205e+00
3.470100236593105958e+00,1.866861287494158717e+01,-2.878369182954145788e+00
-5.752781351167401525e+00,1.384924901384170148e+01,4.187904643083954603e+00
-2.731082114346871315e+00,1.633479550405319003e+01,-3.528039694619230282e+00
-8.903597216818749160e+00,7.072275162832440287e+00,-3.670957054120226104e+00
-1.382988740689540030e+00,-1.750271666042370811e+01,3.986414952316293281e+00
-1.071024357145217465e+01,-1.328052268942258607e+01,-3.474490830207422665e+00
6.856837523047860650e+00,1.875028780290733366e+01,-3.523399715266095633e-02
-6.258325227680476388e+00,-1.245430352603103863e+01,-3.206371562017442223e+00
6.727787773277647432e+00,1.770251307187481515e+01,-5.568746720741548639e-01
1.149048825581826172e+01,-3.501854530191855108e+00,3.071894800502956713e+00
1.626389844581268918e+01,-6.760396162877156279e+00,-4.306726028249024729e+00
1.193906355426265797e+01,-3.589163903674506884e+00,4.533395679718537075e+00
2.488027025365256328e+00,9.612716680616067322e+00,2.457349898910464958e+00
-2.070047065823283461e+01,2.809933093634440660e+00,9.274034151982335494e-01
1.703646267227039957e+01,9.140694970038273581e+00,3.211462465422489920e+00
-9.965523613820566950e+00,-4.358183340922685112e+00,3.317710632605116228e+00
1.132874652102351387e+00,1.874527555138594437e+01,-3.559219924146618474e+00
-9.271283945368930191e+00,-6.071799238836549151e+00,2.334923778156617225e+00
1.500112903250796492e+00,1.899275239066178855e+01,-3.467336258768725088e+00
-8.992140921407242971e+00,-1.032529341136024215e+01,2.840782725433499856e+00
9.763869239556548507e+00,-1.815673021851780433e+01,-6.029098472278811016e-01
1.349406937592698341e+01,1.406470150909261285e+01,4.325902186055335941e-01
-1.374427059385367045e+01,1.212576534975527665e+01,3.404549341756602399e+00
7.401475107756737337e+00,8.206636391070103898e+00,-1.834484130848845318e+00
-9.179334003504870054e+00,-1.797658544424034721e+00,6.258365790411708485e-01
1.151826691525122648e+01,3.464105337535010598e+00,-4.148058701556157857e+00
7.943198795221194430e+00,1.930718442807174640e+01,-5.807978616593860721e-01
6.387286534278043604e+00,9.014907115874235544e+00,-5.644141948879424220e-01
6.821859067827461764e+00,-8.396312883605506983e+00,1.678986573585695474e+00
-8.833708797218193354e+00,-1.029542129650522497e+01,2.847931861594621861e+00
-7.875941548849424656e+00,1.335178552629813531e+01,3.097514197962351723e+00
-1.480853791471174574e+00,1.729305598566016045e+01,-2.450975972532369873e+00
-1.764698418016135761e+01,7.947316871150335693e+00,3.316558225558936090e+00
-1.067348064089918225e+01,-5.764483355990904556e+00,3.286838372511650785e+00
-8.987895212859202232e+00,1.001795354107464320e+01,-4.807481919027729589e+00
4.209664147101944032e+00,8.014596074762520672e+00,5.327109837772792122e-01
1.609616766974262347e+01,4.155988969086965135e+00,2.741985633439306014e+00
-8.903181948856175865e+00,-1.362459003078819464e+01,-4.493127338734495879e+00
1.601904825358619888e+01,9.463039213242072645e-01,4.780557792604988698e+00
-1.042158555928320496e+01,1.332563797276678130e+01,3.425670179792493109e+00
-9.202886583214585414e+00,-2.363882550800047611e+00,2.000227628989324824e+00
-1.913025831981103408e+01,3.600974512829117735e+00,2.042220083289822963e+00
1.126394758009372410e+01,-5.794909990894294260e+00,2.676152531193519035e+00
-1.099830616346108236e+01,1.723406306081588790e-01,-1.527054882507671851e-01
5.967669562643309611e+00,8.470151755192755871e+00,4.094734394290536761e-01
3.828953519941879602e+00,8.710283908449321544e+00,-1.798497912397930554e-01
6.703224476370984952e+00,8.586335914092508403e+00,-2.091537893077798360e-01
-9.477476254686836299e+00,3.334055781715911770e+00,-2.756002506451743272e+00
9.597463568214701368e+00,-6.478619938658118471e+00,1.631281474426837352e+00
1.479915088722540517e+01,-1.159139518443825523e+01,-3.088927447534232318e+00
-4.539976223501951402e+00,-1.208753449398903790e+01,-3.382755335125848362e+00
-1.381406597877659514e+01,1.017527787497831504e+01,3.929365429649417152e+00
-9.174182598866433835e+00,-6.224147992485582925e+00,3.740932965525477716e+00
-1.109609084640224275e+01,-1.146405424573796772e+01,-4.266152579804482592e+00
5.440599641567019695e+00,-1.963928609749693166e+01,8.064373310754751056e-01
9.182362266064291179e-01,-1.194907993420299341e+01,-2.916139735392486720e+00
5.717495597985819522e+00,9.336127180559111949e+00,1.747150801845343826e-01
9.689575074289351608e-01,-1.142076344240056507e+01,-1.538413279039843040e+00
-1.358461962607380258e+01,1.196687236251086084e+01,4.182077280418829979e+00
-1.886410777114156545e+01,6.062747464554285592e+00,2.736143460973943675e+00
1.430280202985087001e+01,2.380588527453394720e-01,-3.177393456154779194e+00
8.786765778320683395e+00,-5.409837395109223124e+00,2.664950311837908536e+00
-2.893346944429508572e+00,1.189339174388363318e+01,2.913470494449903025e+00
1.143079077238865970e+01,-1.621881702406200887e+01,-1.534046046589840673e+00
2.603304822745471814e+00,1.093016505224149348e+01,1.047555218388530163e+00
1.725308212360114979e+01,4.243863255341360663e+00,3.672562876423621336e+00
-9.297136442742175433e+00,-7.040011930411270491e+00,2.450616402124099480e+00
-6.396398630955053122e+00,1.351645072926363866e+01,3.144286438347636548e+00
-1.010315089467115079e+01,-5.567091975725666053e+00,1.757929427656256260e+00
9.359486696167910180e-01,1.063616821882322405e+01,3.368017606565123945e+00
1.287167098711642765e+01,-1.605873626248517283e+01,-1.608603039637697130e+00
-2.459129485299552442e+00,1.857540090378033781e+01,-3.062813394631031194e+00
-1.062355485487280404e+01,-7.373468692754418186e+00,3.160569517631781178e+00
6.383595565517699910e+00,7.709517413484161530e+00,-8.419163688100361753e-03
3.775169023489305165e+00,8.256489870091364480e+00,8.024514488669404200e-01
5.605275050909739321e+00,7.579016363150318902e+00,-1.439850479997596189e+00
-5.047926725854135377e+00,1.364295990332389330e+01,4.468583162840967127e+00
-4.402523719526278967e+00,1.242245186170397986e+01,2.964967773371773863e+00
1.310432051403559228e+01,-1.527758937028853481e+01,-2.045448214658899921e+00
2.875432760845703761e+00,-1.035896250861949319e+01,-5.623781196662475113e-01
-1.600273621111048206e+00,-1.707077623708204683e+01,3.704299418777165620e+00
1.293738361519133839e+01,-1.348026219654888358e+01,-1.541366994899472820e+00
2.021911343854432275e+00,-9.363723813150102160e+00,-1.500497231676735765e+00
-1.350966182019503137e+01,-1.152190601409492565e+01,-4.439304755608595165e+00
-1.606304026154131748e+01,1.051144703851431395e+01,2.809689625402282065e+00
6.141822495991363873e+00,1.908759015524057290e+01,-2.205394730106303491e+00
5.774907403112418791e+00,-9.231927361242876273e+00,6.828818407870509422e-01
-1.733439545749725852e+01,8.359726713400471354e+00,1.555558707271589958e+00
1.580340765324685570e+01,-2.289906934706039121e-01,4.405388240067840577e+00
-5.045053520773723932e+00,1.590134743198443701e+01,-2.795049219158704190e+00
-1.080386029592041552e+00,-1.247616562848519806e+01,-2.349874093911448192e+00
-7.134017800086793315e+00,1.400437195818760472e+01,-3.041503264503995663e+00
1.172917648305132010e+00,9.840599229500279321e+00,2.106130303709804696e+00
